customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,Customer Age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
3035,Sigfrid,Caldecot,Male,98,1980-04-15,40,Associate Professor,Health,High Net Worth,N,No,13 
3036,Windy,Orehead,Female,24,1977-04-17,43,Business Systems Development Analyst,Property,Affluent Customer,N,Yes,11 
3037,Leanora,Isles,Female,30,1971-10-27,49,Legal Assistant,Financial Services,High Net Worth,N,Yes,18 
3040,Kameko,Kinrade,Female,87,1966-11-28,54,General Manager,Retail,Mass Customer,N,No,5 
3041,Sherrie,Kingaby,Female,20,1974-03-12,46,Physical Therapy Assistant,Retail,Mass Customer,N,Yes,11 
3042,Barris,Trayton,Male,76,1971-03-17,49,Engineer II,Property,High Net Worth,N,Yes,15 
3043,Kelcey,Argontt,Female,21,1981-08-03,39,Legal Assistant,n/a,Mass Customer,N,Yes,18 
3044,Russell,Brittoner,Male,59,1990-04-11,30,Occupational Therapist,Health,Affluent Customer,N,Yes,19 
3045,Renato,Mungham,Male,52,1996-10-02,24,Cost Accountant,Financial Services,Affluent Customer,N,Yes,2 
3046,Shela,Ridgers,Female,53,1964-06-07,56,Programmer Analyst III,Manufacturing,Affluent Customer,N,No,18 
3047,Eddy,Cossans,Male,20,1962-01-14,58,Speech Pathologist,Retail,Mass Customer,N,Yes,19 
3048,Kenon,Messruther,Male,38,1969-05-27,51,Legal Assistant,Manufacturing,Mass Customer,N,No,16 
3054,Marieann,Wickey,Female,94,1965-07-14,55,Operator,Manufacturing,Affluent Customer,N,No,16 
3055,Viki,Drache,Female,96,1999-08-23,21,General Manager,n/a,Mass Customer,N,Yes,2 
3056,Catlin,Storm,Female,43,1968-05-27,52,Health Coach II,Entertainment,Mass Customer,N,No,18 
3057,Mel,Shoebottom,Female,96,1976-03-28,44,Executive Secretary,n/a,Mass Customer,N,No,9 
3058,Hamnet,Kibblewhite,Male,67,1986-10-10,34,Human Resources Manager,Manufacturing,Mass Customer,N,Yes,16 
3059,Hercules,Klewi,Male,83,1958-06-09,62,Accountant IV,n/a,Mass Customer,N,No,17 
3060,Milton,Gorini,Male,28,1982-09-14,38,VP Accounting,Financial Services,Mass Customer,N,Yes,6 
3061,Evie,Bendtsen,Female,51,1991-03-18,29,Office Assistant IV,Manufacturing,Affluent Customer,N,Yes,3 
3062,Lesley,Ruskin,Male,78,1962-11-09,58,Civil Engineer,Manufacturing,Mass Customer,N,No,13 
3063,Andrea,Wildber,Male,74,1999-11-04,21,VP Sales,Financial Services,Affluent Customer,N,No,2 
3064,Zach,Billison,Male,96,1995-06-14,25,Product Engineer,Financial Services,Affluent Customer,N,Yes,4 
3065,Winna,Brusle,Female,88,1978-01-05,42,Recruiter,Financial Services,High Net Worth,N,Yes,13 
3066,Renell,Bellocht,Female,29,1995-01-14,25,Paralegal,Financial Services,Affluent Customer,N,Yes,2 
3067,Veronique,Wash,Female,8,1991-01-13,29,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,9 
3068,Gill,Branney,Female,88,1990-12-07,30,Automation Specialist I,Manufacturing,Affluent Customer,N,No,1 
3069,Phylis,Traves,Female,59,1988-08-12,32,Senior Cost Accountant,Financial Services,Affluent Customer,N,No,12 
3070,Malissia,Minthorpe,Female,74,1998-07-27,22,Account Executive,Health,Affluent Customer,N,Yes,1 
3071,Shirlee,Murdoch,Female,59,1989-12-25,31,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,12 
3072,Roma,Prettjohn,Male,87,1979-04-12,41,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,10 
3073,Hernando,Farnham,Male,16,1967-04-12,53,Nurse,Telecommunications,Affluent Customer,N,No,17 
3074,Tracie,Grishaev,Male,31,1969-02-18,51,VP Quality Control,Health,Mass Customer,N,Yes,12 
3076,Merna,Eyers,Female,9,1991-10-01,29,Professor,Health,Mass Customer,N,Yes,4 
3077,Emelen,Gillopp,Male,19,2000-08-11,20,Information Systems Manager,Manufacturing,Affluent Customer,N,No,2 
3078,Mariel,Blacksell,Female,54,1982-08-16,38,Safety Technician III,Retail,Mass Customer,N,No,7 
3079,Yorker,McKevany,Male,34,1959-11-18,61,Legal Assistant,Retail,Mass Customer,N,Yes,20 
3080,Christoforo,Santus,Male,87,1958-10-06,62,Graphic Designer,Financial Services,High Net Worth,N,No,10 
3081,Dodi,Volker,Female,61,1971-07-25,49,Mechanical Systems Engineer,n/a,High Net Worth,N,Yes,9 
3084,Birgit,Dowers,Female,57,1959-07-16,61,Staff Scientist,Financial Services,Affluent Customer,N,Yes,16 
3085,Kaleb,Eslemont,Male,91,1978-01-21,42,Accountant IV,n/a,Affluent Customer,N,No,5 
3087,Gerry,Scatcher,Male,64,1986-04-02,34,Social Worker,Health,Mass Customer,N,No,9 
3089,Wood,Nathan,Male,27,2000-02-24,20,Web Developer III,Manufacturing,Affluent Customer,N,Yes,2 
3090,Zared,Pinchback,Male,81,1964-12-06,56,Operator,Manufacturing,Mass Customer,N,No,8 
3091,Guenevere,Treffry,Female,88,1995-08-13,25,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,3 
3092,Hallie,Blackden,Female,8,1972-12-17,48,Statistician IV,n/a,Affluent Customer,N,No,9 
3093,Harwilll,Crimes,Male,31,1992-04-01,28,Mechanical Systems Engineer,Property,High Net Worth,N,Yes,6 
3094,Izak,Andreutti,Male,51,1989-05-28,31,Biostatistician II,n/a,Mass Customer,N,Yes,17 
3096,Lulu,Cabane,Female,32,1973-06-28,47,Associate Professor,Financial Services,Mass Customer,N,No,10 
3097,Alessandro,Casley,Male,2,1978-05-09,42,Actuary,Financial Services,Affluent Customer,N,Yes,19 
3098,Tiff,Ovett,Female,77,1980-07-15,40,Dental Hygienist,Health,Mass Customer,N,No,12 
3100,Peggy,Wrankling,Female,19,1954-02-09,66,Recruiter,n/a,Mass Customer,N,No,7 
3101,Paxton,Lermit,Male,68,1987-08-27,33,Geological Engineer,Manufacturing,High Net Worth,N,No,12 
3102,Paquito,Maitland,Male,37,1990-06-04,30,Assistant Manager,Property,Affluent Customer,N,No,2 
3103,Shaylah,Hatchell,Female,5,1953-10-21,67,Safety Technician II,Retail,Mass Customer,N,No,20 
3104,Diahann,Blundan,Female,19,1994-11-30,26,Business Systems Development Analyst,Property,Mass Customer,N,Yes,2 
3105,Bryn,Rycraft,Male,88,1965-10-14,55,Teacher,Health,Mass Customer,N,No,12 
3107,Dell,Tremathick,Female,98,1960-08-15,60,Legal Assistant,n/a,High Net Worth,N,No,9 
3108,Trip,Ahmed,Male,94,1967-10-01,53,Accounting Assistant III,Entertainment,Mass Customer,N,No,10 
3109,Jeralee,Domleo,Female,75,1958-06-23,62,Automation Specialist II,Health,Mass Customer,N,Yes,10 
3110,Fabien,Iacapucci,Male,14,1994-02-11,26,Community Outreach Specialist,IT,Affluent Customer,N,Yes,8 
3111,Maxwell,Blabber,Male,42,1997-03-11,23,Associate Professor,Financial Services,Mass Customer,N,Yes,4 
3112,Terri,Gornal,Male,41,2001-04-22,19,Internal Auditor,Retail,High Net Worth,N,Yes,1 
3113,Wenonah,Lethabridge,Female,52,1969-12-06,51,Teacher,Property,Mass Customer,N,Yes,18 
3114,Judah,Prime,Male,48,1974-09-05,46,Teacher,IT,Mass Customer,N,Yes,18 
3115,Rip,Spiers,Male,40,1981-02-26,39,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,8 
3117,Nisse,Marriage,Female,68,1995-06-11,25,Cost Accountant,Financial Services,Affluent Customer,N,Yes,6 
3118,Cleveland,Coxon,Male,54,1993-01-22,27,Occupational Therapist,Health,High Net Worth,N,No,9 
3120,Lauree,O'Donnell,Female,89,1979-02-04,41,Clinical Specialist,Health,Mass Customer,N,Yes,10 
3121,Mahmoud,Batterbee,Male,82,1959-05-11,61,Data Coordiator,Manufacturing,Mass Customer,N,No,19 
3123,Tina,Riggulsford,Female,71,1976-08-17,44,Dental Hygienist,Health,High Net Worth,N,No,20 
3124,Anastasie,Le Grand,Female,73,1981-02-03,39,Account Executive,Retail,High Net Worth,N,Yes,9 
3125,Krystyna,Scarasbrick,Female,2,1978-08-21,42,Social Worker,Health,High Net Worth,N,Yes,5 
3126,Bondon,Deeley,Male,7,1986-10-16,34,Statistician IV,Financial Services,High Net Worth,N,No,12 
3127,Tucker,Lewsley,Male,39,1971-01-31,49,Research Nurse,Health,Mass Customer,N,No,10 
3128,Betteanne,Alldread,Female,96,1965-06-26,55,Geological Engineer,Manufacturing,High Net Worth,N,Yes,16 
3129,Leola,Mandrier,Female,44,1955-09-25,65,Analog Circuit Design manager,Property,High Net Worth,N,Yes,11 
3130,Krissy,Robard,Female,53,1971-01-25,49,VP Product Management,Telecommunications,Mass Customer,N,No,17 
3132,Nicko,Artois,Male,33,1975-04-15,45,Sales Representative,Retail,Mass Customer,N,Yes,7 
3133,Eda,MacCheyne,Female,89,1999-05-10,21,Quality Control Specialist,Manufacturing,Mass Customer,N,No,2 
3135,Titus,Worsall,Male,83,1962-01-14,58,Staff Scientist,Financial Services,Mass Customer,N,No,16 
3136,Leonardo,Brennon,Male,60,1998-08-25,22,Marketing Manager,Retail,Mass Customer,N,Yes,3 
3138,Wait,Pardey,Male,34,1971-02-19,49,Paralegal,Financial Services,Mass Customer,N,Yes,6 
3139,Pail,De Blasi,Male,65,1973-06-13,47,Paralegal,Financial Services,High Net Worth,N,Yes,17 
3140,Britt,Muddimer,Female,2,1985-06-11,35,Legal Assistant,Manufacturing,High Net Worth,N,No,16 
3141,Esmaria,Kiernan,Female,92,1995-11-04,25,Associate Professor,Retail,Mass Customer,N,Yes,3 
3142,Hubert,Kliner,Male,98,1992-08-04,28,Electrical Engineer,Manufacturing,Mass Customer,N,No,6 
3143,Corabelle,Streatfeild,Female,0,1996-10-24,24,Chief Design Engineer,Manufacturing,Mass Customer,N,No,5 
3144,Ringo,Everson,Male,94,1978-10-29,42,Programmer Analyst III,Manufacturing,Mass Customer,N,Yes,8 
3145,Gar,Barnewille,Male,17,1978-06-17,42,Paralegal,Financial Services,High Net Worth,N,Yes,7 
3146,Fredrika,Kleinmintz,Female,79,1978-01-28,42,Project Manager,Property,Mass Customer,N,No,15 
3148,Berky,Degoix,Male,11,1974-10-09,46,Human Resources Assistant IV,n/a,High Net Worth,N,Yes,10 
3149,Caprice,Pack,Female,31,1980-09-03,40,Tax Accountant,n/a,Affluent Customer,N,Yes,5 
3150,Morissa,Wolfendell,Female,66,1991-10-07,29,Sales Associate,Financial Services,Mass Customer,N,No,5 
3152,Lettie,McGenis,Female,6,1999-06-07,21,Teacher,Financial Services,High Net Worth,N,Yes,3 
3153,Hannis,Jakubovits,Female,87,1973-12-30,46,Compensation Analyst,Financial Services,High Net Worth,N,No,15 
3154,Angil,Ellesmere,Female,63,1957-11-21,63,Desktop Support Technician,Telecommunications,Mass Customer,N,Yes,19 
3155,Tiphani,Fritz,Female,88,1976-12-25,44,Office Assistant I,IT,Affluent Customer,N,Yes,21 
3158,Korey,Lansbury,Male,27,1970-05-02,50,VP Quality Control,Telecommunications,Mass Customer,N,Yes,12 
3160,Eadmund,Braycotton,Male,87,1978-07-03,42,Mechanical Systems Engineer,IT,Mass Customer,N,No,21 
3162,Deanne,Delacour,Female,76,1978-02-24,42,Media Manager IV,Argiculture,Mass Customer,N,Yes,15 
3163,Irvine,Mc Mechan,Male,38,1968-06-01,52,Environmental Specialist,Argiculture,Affluent Customer,N,No,19 
3164,Hortensia,Rainger,Female,53,1986-01-14,34,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14 
3165,Vyky,Coppen,Female,56,1975-05-18,45,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,10 
3166,Bronson,Plowman,Male,96,1955-05-11,65,Social Worker,Health,Mass Customer,N,No,20 
3167,Vernor,Stedall,Male,36,1995-01-20,25,Web Designer IV,Property,Mass Customer,N,No,5 
3168,Johan,Dudderidge,Male,89,1976-02-16,44,Assistant Manager,Health,Affluent Customer,N,No,22 
3169,Maxim,Chavrin,Male,96,1964-01-12,56,Payment Adjustment Coordinator,IT,Mass Customer,N,Yes,19 
3170,Bethanne,Kytter,Female,67,1968-01-26,52,Nurse Practicioner,Entertainment,Mass Customer,N,No,11 
3174,Odele,Blackmore,Female,67,1976-11-16,44,Research Associate,Financial Services,Affluent Customer,N,No,9 
3175,Alphard,Cradduck,Male,82,1984-12-30,35,Operator,Health,Mass Customer,N,No,16 
3176,Rafe,Antoniak,Male,60,1977-12-04,43,Physical Therapy Assistant,n/a,Affluent Customer,N,No,16 
3177,Titos,Scanes,Male,93,1978-05-07,42,Database Administrator IV,n/a,Affluent Customer,N,No,6 
3178,Gan,Marrion,Male,21,1971-09-28,49,VP Quality Control,Retail,Mass Customer,N,Yes,9 
3179,Jarid,Redwood,Male,87,1979-11-04,41,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,17 
3181,Ferd,Chominski,Male,39,1976-09-29,44,Senior Editor,Financial Services,High Net Worth,N,No,6 
3183,Craig,Phethean,Male,64,1974-06-19,46,Junior Executive,Health,Mass Customer,N,No,14 
3184,Marlee,Brundle,Female,2,1976-11-08,44,Civil Engineer,Manufacturing,Affluent Customer,N,Yes,7 
3185,Duky,Crichley,Male,25,1956-01-18,64,Senior Financial Analyst,Financial Services,Mass Customer,N,No,10 
3187,Samuele,Roycroft,Male,75,1974-05-12,46,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,14 
3189,Abbott,Knaggs,Male,40,1963-03-01,57,Environmental Specialist,Financial Services,Mass Customer,N,No,11 
3191,Bobbette,Amps,Female,29,1959-07-08,61,Director of Sales,Financial Services,Affluent Customer,N,Yes,12 
3192,Illa,Klemenz,Female,37,1968-09-18,52,Payment Adjustment Coordinator,Financial Services,High Net Worth,N,Yes,16 
3193,Augusta,Henryson,Female,6,1978-07-04,42,Web Designer IV,Property,High Net Worth,N,No,7 
3194,Hakeem,Bernardinelli,Male,38,1978-03-11,42,Physical Therapy Assistant,Manufacturing,Mass Customer,N,No,11 
3195,Vickie,West,Female,4,1981-03-30,39,Tax Accountant,Manufacturing,Mass Customer,N,No,18 
3196,Teddi,Adcocks,Female,11,1977-08-04,43,Engineer IV,Health,Mass Customer,N,No,8 
3197,Stern,Ilyenko,Male,83,1976-02-18,44,Environmental Specialist,Health,High Net Worth,N,No,14 
3198,Dur,Knappen,Male,66,1997-08-02,23,Media Manager III,Manufacturing,Mass Customer,N,Yes,1 
3199,Florry,Neasam,Female,98,1969-08-31,51,Product Engineer,n/a,Mass Customer,N,Yes,15 
3201,Zed,Blanckley,Male,61,2000-03-31,20,Assistant Professor,Financial Services,Mass Customer,N,Yes,1 
3202,Garry,Gadson,Male,74,1994-09-10,26,Office Assistant IV,Financial Services,Mass Customer,N,Yes,2 
3203,Swen,Merioth,Male,25,1985-02-05,35,GIS Technical Architect,n/a,Affluent Customer,N,Yes,7 
3204,Ibby,Beedon,Female,51,1994-11-26,26,Media Manager III,Health,Mass Customer,N,Yes,4 
3205,Egan,Flockhart,Male,35,1959-04-20,61,Account Executive,n/a,Mass Customer,N,No,20 
3206,Elbertine,Trewin,Female,32,1995-03-23,25,Financial Advisor,Financial Services,Mass Customer,N,No,1 
3208,Jeanne,O'Meara,Female,53,1967-02-06,53,VP Marketing,n/a,High Net Worth,N,No,15 
3209,Clarie,Markushkin,Female,10,1964-03-28,56,Civil Engineer,Manufacturing,Affluent Customer,N,No,15 
3210,Stella,Abreheart,Female,80,1988-02-01,32,Junior Executive,Manufacturing,Mass Customer,N,No,1 
3211,Betsy,Cosh,Female,52,1993-06-12,27,Automation Specialist II,Health,High Net Worth,N,Yes,7 
3212,Corella,Bartomeu,Female,62,1981-01-15,39,Analog Circuit Design manager,Financial Services,Affluent Customer,N,No,13 
3214,Cindelyn,Balas,Female,2,1993-01-21,27,Software Engineer III,Financial Services,Mass Customer,N,Yes,9 
3215,Wolfgang,Raffles,Male,14,1976-09-28,44,General Manager,n/a,Mass Customer,N,Yes,7 
3216,Edgar,Ordish,Male,59,1998-05-08,22,Database Administrator III,Manufacturing,Mass Customer,N,Yes,1 
3217,Lorena,Titterrell,Female,95,1968-03-12,52,Physical Therapy Assistant,Manufacturing,Mass Customer,N,No,8 
3218,Conny,Starbeck,Female,38,1976-02-12,44,Information Systems Manager,Argiculture,Mass Customer,N,Yes,22 
3219,Denyse,Scutts,Female,94,1998-01-06,22,Web Developer III,Financial Services,Mass Customer,N,No,3 
3220,Hunt,Linn,Male,53,1972-07-26,48,Research Assistant IV,Manufacturing,Affluent Customer,N,No,11 
3221,Brigid,Quigley,Female,59,1959-09-25,61,Internal Auditor,Property,High Net Worth,N,Yes,11 
3224,Darell,Mulqueeny,Female,67,1996-03-12,24,Automation Specialist III,Manufacturing,Affluent Customer,N,No,3 
3225,Durante,Reddan,Male,19,1980-06-19,40,Chief Design Engineer,Health,Mass Customer,N,Yes,4 
3228,Margette,Donaghie,Female,36,1964-08-16,56,Social Worker,Health,Mass Customer,N,No,13 
3229,Carrol,Gheorghie,Male,69,1964-10-18,56,Sales Representative,Retail,High Net Worth,N,Yes,6 
3230,Calida,Clardge,Female,31,1970-02-14,50,Executive Secretary,Financial Services,Mass Customer,N,No,12 
3232,Rose,Milsom,Female,7,1993-10-10,27,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,9 
3233,Xever,Feeley,Male,7,1959-01-06,61,Tax Accountant,Financial Services,Mass Customer,N,Yes,17 
3234,Mata,Hoggan,Male,35,1987-04-15,33,Safety Technician II,Manufacturing,Mass Customer,N,Yes,19 
3235,Leif,Woolfall,Male,88,1965-05-15,55,Business Systems Development Analyst,Property,Affluent Customer,N,Yes,12 
3237,Astrid,Sumnall,Female,94,1964-08-15,56,Assistant Manager,Manufacturing,Mass Customer,N,No,13 
3238,Sauveur,Edmands,Male,23,1977-07-20,43,Executive Secretary,Retail,Mass Customer,N,No,14 
3239,Wendi,Hew,Female,15,1971-12-06,49,Staff Scientist,Health,High Net Worth,N,No,5 
3240,Ryon,Elsay,Male,90,1976-09-04,44,Chief Design Engineer,n/a,Mass Customer,N,Yes,6 
3241,Milt,Erett,Male,34,1979-10-29,41,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,Yes,16 
3242,Lib,Schohier,Female,4,1958-03-07,62,General Manager,Manufacturing,Affluent Customer,N,Yes,14 
3243,Tim,Besset,Male,24,1973-05-19,47,Media Manager I,Health,Mass Customer,N,No,7 
3244,Rosene,Bullar,Female,24,1959-05-08,61,Systems Administrator I,Financial Services,Mass Customer,N,No,13 
3245,Wainwright,Succamore,Male,86,1959-03-27,61,Graphic Designer,IT,High Net Worth,N,No,7 
3246,Norene,Merle,Female,73,1968-05-20,52,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,4 
3247,Bellanca,Raymond,Female,0,1985-04-09,35,Structural Engineer,Manufacturing,Mass Customer,N,Yes,5 
3248,Alastair,Van der Beken,Male,32,1957-05-15,63,Programmer Analyst II,n/a,Affluent Customer,N,No,5 
3249,Cortney,Leet,Female,46,1981-08-23,39,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,14 
3251,Cammie,Edridge,Female,95,1976-08-27,44,Safety Technician II,Financial Services,High Net Worth,N,Yes,8 
3252,Alexia,McTerrelly,Female,59,1987-06-15,33,GIS Technical Architect,n/a,High Net Worth,N,Yes,14 
3253,Bernadine,Shakeshaft,Female,42,1990-02-10,30,Cost Accountant,Financial Services,High Net Worth,N,Yes,7 
3254,Lissy,Paliser,Female,8,2001-05-22,19,Human Resources Assistant I,Financial Services,Mass Customer,N,No,1 
3256,Collen,Kew,Female,76,1986-02-06,34,Professor,Financial Services,Affluent Customer,N,No,6 
3257,Travis,Hulatt,Male,64,1980-05-07,40,Senior Editor,n/a,Mass Customer,N,Yes,10 
3258,Hettie,Godden,Female,77,1978-12-10,42,Sales Representative,Retail,Mass Customer,N,Yes,18 
3260,Kelsy,Rao,Female,6,1979-05-30,41,Research Associate,Telecommunications,High Net Worth,N,No,11 
3262,Maynord,L'Episcopi,Male,65,1959-10-14,61,Product Engineer,Entertainment,Mass Customer,N,No,12 
3263,Quentin,Forte,Female,37,1981-08-21,39,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,No,5 
3265,Isaak,Higounet,Male,64,1967-06-02,53,Clinical Specialist,Health,High Net Worth,N,No,11 
3266,Lambert,Edser,Male,68,1995-05-21,25,Account Representative III,n/a,Mass Customer,N,Yes,5 
3268,Estelle,Sam,Female,93,1986-05-31,34,General Manager,Manufacturing,Mass Customer,N,No,20 
3269,Kalvin,Paskin,Male,96,1994-12-01,26,GIS Technical Architect,n/a,Mass Customer,N,No,1 
3270,Tracey,Redsull,Male,47,1957-04-12,63,Administrative Officer,Financial Services,Mass Customer,N,Yes,5 
3271,Daisi,Philip,Female,21,1986-04-18,34,Chief Design Engineer,Property,High Net Worth,N,Yes,16 
3272,Bar,Frankcom,Male,75,1993-06-04,27,Payment Adjustment Coordinator,n/a,Affluent Customer,N,No,9 
3273,Darline,Alpes,Female,72,1978-05-17,42,General Manager,Entertainment,Mass Customer,N,No,11 
3275,Lela,Carrell,Female,24,1975-10-22,45,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,No,6 
3276,Goddart,Pavelin,Male,10,1979-04-18,41,Legal Assistant,n/a,High Net Worth,N,No,3 
3277,Demetris,Shapcote,Male,92,1962-04-20,58,Computer Systems Analyst I,n/a,Affluent Customer,N,No,10 
3278,Marcel,Eddolls,Male,66,1982-06-22,38,VP Product Management,Financial Services,Affluent Customer,N,No,9 
3279,Morgun,Razoux,Male,55,1959-02-18,61,Staff Scientist,Financial Services,Mass Customer,N,No,14 
3280,Micki,McNamara,Female,49,1987-05-02,33,General Manager,Financial Services,Mass Customer,N,Yes,21 
3281,Peg,Cliff,Female,67,1998-02-22,22,Administrative Assistant III,n/a,Mass Customer,N,No,4 
3282,Helga,Nuzzi,Female,8,1959-04-24,61,Clinical Specialist,Health,High Net Worth,N,No,13 
3283,Rowe,Barbary,Female,46,1979-01-15,41,Administrative Officer,Property,Mass Customer,N,Yes,6 
3284,Jorrie,Cerman,Female,98,1991-08-28,29,Chief Design Engineer,Retail,Affluent Customer,N,No,2 
3285,Mendie,Teresi,Male,51,1986-12-30,33,Recruiter,Health,Affluent Customer,N,Yes,9 
3286,Kent,Hatter,Male,23,1961-06-02,59,Assistant Media Planner,Entertainment,Mass Customer,N,No,20 
3287,Marys,Vazquez,Female,30,1986-01-06,34,Account Executive,n/a,Affluent Customer,N,Yes,4 
3289,Frederico,Spearman,Male,43,1978-01-04,42,Assistant Manager,Property,Mass Customer,N,No,12 
3291,Cindy,Eakin,Female,33,1956-01-21,64,Staff Accountant II,Manufacturing,Mass Customer,N,No,13 
3292,Hamlen,Slograve,Male,71,1973-04-09,47,Web Designer I,Retail,Affluent Customer,N,Yes,3 
3293,Peg,Woodstock,Female,98,1986-01-22,34,Automation Specialist IV,n/a,High Net Worth,N,No,17 
3294,Juditha,Leidl,Female,90,1986-06-26,34,Director of Sales,Manufacturing,Affluent Customer,N,No,6 
3295,Cleavland,Karchowski,Male,14,1964-05-26,56,Human Resources Assistant III,Retail,High Net Worth,N,Yes,9 
3296,Leontyne,Jackett,Female,78,1974-11-11,46,Quality Engineer,Financial Services,Affluent Customer,N,Yes,17 
3297,Addy,Moukes,Male,39,1975-04-26,45,Product Engineer,Manufacturing,Mass Customer,N,No,13 
3299,Sybille,Ballsdon,Female,27,1980-04-10,40,Systems Administrator II,Manufacturing,Affluent Customer,N,Yes,12 
3300,Quintus,Gouldthorpe,Male,47,1961-05-22,59,Executive Secretary,Retail,Mass Customer,N,No,14 
3301,Guntar,O'Halloran,Male,5,1987-03-21,33,Associate Professor,n/a,Mass Customer,N,Yes,6 
3302,Faulkner,McKiernan,Male,17,1956-10-30,64,Compensation Analyst,Financial Services,Affluent Customer,N,No,19 
3303,Ced,Cuell,Male,51,1967-02-02,53,Structural Engineer,Telecommunications,Affluent Customer,N,Yes,11 
3305,Neddy,La Grange,Male,25,1977-02-16,43,Senior Developer,Health,Mass Customer,N,Yes,11 
3306,Iggy,Whorton,Male,50,1991-05-17,29,Compensation Analyst,Financial Services,Mass Customer,N,No,7 
3307,Portia,Thirlwall,Female,96,1978-09-02,42,Analyst Programmer,Health,High Net Worth,N,No,14 
3308,Daffi,Idale,Female,5,1979-05-20,41,Cost Accountant,Financial Services,Mass Customer,N,Yes,14 
3309,Christie,Bremeyer,Male,34,1974-12-14,46,Senior Sales Associate,n/a,High Net Worth,N,Yes,3 
3310,Bethany,Jarrell,Female,83,1961-10-29,59,VP Marketing,Property,Affluent Customer,N,Yes,12 
3311,Clary,Bennitt,Female,57,1979-12-21,41,Civil Engineer,Manufacturing,Mass Customer,N,Yes,8 
3315,Ninnette,Pandey,Female,77,1994-09-08,26,Account Executive,Property,Mass Customer,N,Yes,5 
3316,Stoddard,Giacomoni,Female,31,1960-09-02,60,Structural Analysis Engineer,n/a,Mass Customer,N,No,18 
3317,Ric,Kondrachenko,Male,35,1970-07-08,50,Actuary,Financial Services,Mass Customer,N,Yes,11 
3320,Anabella,Mealham,Female,16,1994-06-02,26,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,6 
3323,Cortie,Hamshar,Male,99,1973-03-01,47,Account Representative I,Health,High Net Worth,N,No,8 
3326,Wes,Crotch,Male,83,1975-04-13,45,Nurse,Manufacturing,High Net Worth,N,Yes,22 
3327,Roma,Le Gallo,Male,84,1973-02-02,47,Teacher,Manufacturing,Mass Customer,N,No,15 
3328,Arabella,Delgaty,Female,58,1961-08-06,59,Food Chemist,Health,Mass Customer,N,No,6 
3331,Claire,Trahar,Female,18,1971-09-20,49,Technical Writer,Financial Services,Mass Customer,N,No,8 
3332,Cissy,Jeffress,Female,43,1998-09-24,22,Account Representative III,Health,Mass Customer,N,No,3 
3333,Celinda,Asher,Female,30,1979-05-08,41,Software Test Engineer II,Property,Mass Customer,N,Yes,17 
3334,Koralle,Winckles,Female,63,1965-05-22,55,VP Product Management,Health,Mass Customer,N,Yes,12 
3335,Damian,Dutt,Male,47,1979-12-15,41,Editor,Health,Mass Customer,N,No,16 
3336,Konstantine,Terne,Male,47,1979-01-10,41,Research Assistant IV,Manufacturing,Mass Customer,N,Yes,8 
3339,Andrea,Rand,Male,76,1986-05-08,34,Programmer Analyst III,Health,Mass Customer,N,No,21 
3340,Torey,Beharrell,Male,61,1991-09-29,29,Physical Therapy Assistant,n/a,Mass Customer,N,No,2 
3341,Vitia,Crum,Female,19,1980-08-05,40,Help Desk Technician,Retail,Affluent Customer,N,Yes,6 
3344,Clerissa,Columbell,Female,66,1995-02-14,25,GIS Technical Architect,n/a,Affluent Customer,N,Yes,1 
3346,Nadya,Callaghan,Female,61,1991-09-11,29,Software Consultant,Financial Services,High Net Worth,N,No,3 
3348,Amanda,Hazeltine,Female,93,1956-11-08,64,Pharmacist,Health,High Net Worth,N,Yes,6 
3349,Byram,Lamberts,Male,11,1981-01-22,39,Director of Sales,Argiculture,Affluent Customer,N,No,9 
3350,Tam,Prestner,Male,53,1975-05-29,45,Analog Circuit Design manager,Manufacturing,Affluent Customer,N,No,6 
3351,Chryste,Nornable,Female,13,1982-04-13,38,Accounting Assistant II,n/a,Affluent Customer,N,No,15 
3352,Fredek,Lobley,Male,14,1994-12-28,26,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,No,1 
3353,Marina,Scorrer,Female,91,1994-04-21,26,Software Test Engineer II,n/a,Mass Customer,N,Yes,1 
3355,Cherin,Thireau,Female,50,1990-02-19,30,Staff Accountant I,Manufacturing,Mass Customer,N,No,3 
